prov_id,prov_name,kota_kab_id,kota_kab_name,kec_id,kec_name,kec_lat,kec_long,kota_kab_lat,kota_kab_long,prov_lat,prov_long
11,ACEH,1103,KABUPATEN ACEH SELATAN,1103070,SAWANG,3.383503325520455,97.117945341791,3.3115056000000003,97.3516558,4.695135,96.7493993
11,ACEH,1103,KABUPATEN ACEH SELATAN,1103080,MEUKEK,3.4694992408094607,97.07484067734056,3.3115056000000003,97.3516558,4.695135,96.7493993
11,ACEH,1103,KABUPATEN ACEH SELATAN,1103090,LABUHAN HAJI,3.4675603359855875,97.06410287288118,3.3115056000000003,97.3516558,4.695135,96.7493993
11,ACEH,1103,KABUPATEN ACEH SELATAN,1103091,LABUHAN HAJI TIMUR,3.4616165422466167,97.08734950709004,3.3115056000000003,97.3516558,4.695135,96.7493993
11,ACEH,1103,KABUPATEN ACEH SELATAN,1103092,LABUHAN HAJI BARAT,3.5794384381613877,96.98346797780611,3.3115056000000003,97.3516558,4.695135,96.7493993
11,ACEH,1104,KABUPATEN ACEH TENGGARA,1104010,LAWE ALAS,3.4341526213360707,97.8224501060522,3.3088665999999995,97.6982272,4.695135,96.7493993
11,ACEH,1104,KABUPATEN ACEH TENGGARA,1104011,BABUL RAHMAH,3.3354351885437805,97.87965279162528,3.3088665999999995,97.6982272,4.695135,96.7493993
11,ACEH,1104,KABUPATEN ACEH TENGGARA,1104012,TANOH ALAS,3.380674396169586,97.84714634657117,3.3088665999999995,97.6982272,4.695135,96.7493993
11,ACEH,1104,KABUPATEN ACEH TENGGARA,1104020,LAWE SIGALA-GALA,3.3472546309590863,97.91744028320127,3.3088665999999995,97.6982272,4.695135,96.7493993
11,ACEH,1104,KABUPATEN ACEH TENGGARA,1104021,BABUL MAKMUR,3.2986648934288003,97.91654572741083,3.3088665999999995,97.6982272,4.695135,96.7493993
11,ACEH,1104,KABUPATEN ACEH TENGGARA,1104022,SEMADAM,3.395332961709818,97.88740150633244,3.3088665999999995,97.6982272,4.695135,96.7493993
11,ACEH,1104,KABUPATEN ACEH TENGGARA,1104023,LEUSER,3.144961072746188,97.93121905425777,3.3088665999999995,97.6982272,4.695135,96.7493993
11,ACEH,1104,KABUPATEN ACEH TENGGARA,1104030,BAMBEL,3.4455171105693925,97.84876966506572,3.3088665999999995,97.6982272,4.695135,96.7493993
11,ACEH,1104,KABUPATEN ACEH TENGGARA,1104031,BUKIT TUSAM,3.4052758435404877,97.84701265928302,3.3088665999999995,97.6982272,4.695135,96.7493993
11,ACEH,1104,KABUPATEN ACEH TENGGARA,1104032,LAWE SUMUR,3.46360237778876,97.8477852658639,3.3088665999999995,97.6982272,4.695135,96.7493993
11,ACEH,1104,KABUPATEN ACEH TENGGARA,1104040,BABUSSALAM,3.489929786944057,97.80533723746912,3.3088665999999995,97.6982272,4.695135,96.7493993
11,ACEH,1104,KABUPATEN ACEH TENGGARA,1104041,LAWE BULAN,3.47932895111476,97.83385749516822,3.3088665999999995,97.6982272,4.695135,96.7493993
11,ACEH,1104,KABUPATEN ACEH TENGGARA,1104050,BADAR,3.5294772896636197,97.79051133309636,3.3088665999999995,97.6982272,4.695135,96.7493993
11,ACEH,1104,KABUPATEN ACEH TENGGARA,1104051,DARUL HASANAH,3.564953504989408,97.75245386812612,3.3088665999999995,97.6982272,4.695135,96.7493993
11,ACEH,1104,KABUPATEN ACEH TENGGARA,1104052,KETAMBE,3.632791189181968,97.70662047539152,3.3088665999999995,97.6982272,4.695135,96.7493993
11,ACEH,1104,KABUPATEN ACEH TENGGARA,1104053,DELENG POKHKISEN,3.514012235918294,97.8188331716381,3.3088665999999995,97.6982272,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105080,SERBA JADI,,,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105081,SIMPANG JERNIH,4.189757216873427,97.65674372045636,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105082,PEUNARON,4.630737853544776,97.66575917568407,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105090,BIREM BAYEUN,4.398842544805502,97.8589359918701,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105100,RANTAU SELAMAT,4.609273849146812,97.89107687248443,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105101,SUNGAI RAYA,4.548137394797675,97.85244003352985,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105110,PEUREULAK,4.796708270763607,97.88117310485632,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105111,PEUREULAK TIMUR,4.720876882446364,97.8941616981762,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105112,PEUREULAK BARAT,4.84532627322265,97.86000279098542,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105120,RANTO PEUREULAK,,,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105130,IDI RAYEUK,4.902975845680532,97.74787714536254,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105131,PEUDAWA,4.889981651101026,97.82420207509394,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105132,BANDA ALAM,4.892142950963764,97.69456571005202,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105133,IDI TUNONG,4.847817664334867,97.71073768772028,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105134,DARUL IHSAN,4.917530259348159,97.75813413710776,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105135,IDI TIMUR,4.915757796873688,97.79794611607385,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105140,DARUL AMAN,4.8960838134491445,97.68758191379048,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105150,NURUSSALAM,5.0104009961508735,97.66109458314368,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105151,DARUL FALAH,5.012148615967496,97.64042889386792,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105160,JULOK,4.985347103835374,97.60369066655802,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105161,INDRA MAKMUR,,,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105170,PANTE BIDARI,5.033007070390423,97.51156349119884,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105180,SIMPANG ULIM,5.005809492482551,97.54124863603312,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1105,KABUPATEN ACEH TIMUR,1105181,MADAT,5.134235148330619,97.50120526597276,5.255443,95.9885456,4.695135,96.7493993
11,ACEH,1106,KABUPATEN ACEH TENGAH,1106010,LINGE,4.404356377316976,97.00729619733116,4.448264099999999,96.8350999,4.695135,96.7493993
11,ACEH,1106,KABUPATEN ACEH TENGAH,1106011,ATU LINTANG,4.445229234303181,96.78140591517918,4.448264099999999,96.8350999,4.695135,96.7493993
11,ACEH,1106,KABUPATEN ACEH TENGAH,1106012,JAGONG JEGET,4.385329826925236,96.73775203297608,4.448264099999999,96.8350999,4.695135,96.7493993
11,ACEH,1106,KABUPATEN ACEH TENGAH,1106020,BINTANG,4.587727044930516,97.00755384581136,4.448264099999999,96.8350999,4.695135,96.7493993
11,ACEH,1106,KABUPATEN ACEH TENGAH,1106031,LUT TAWAR,,,4.448264099999999,96.8350999,4.695135,96.7493993
11,ACEH,1106,KABUPATEN ACEH TENGAH,1106032,KEBAYAKAN,4.574786184107725,96.86923066167104,4.448264099999999,96.8350999,4.695135,96.7493993
11,ACEH,1106,KABUPATEN ACEH TENGAH,1106040,PEGASING,4.5537266059449575,96.79868233068292,4.448264099999999,96.8350999,4.695135,96.7493993
11,ACEH,1106,KABUPATEN ACEH TENGAH,1106041,BIES,4.609223724607291,96.7956450219546,4.448264099999999,96.8350999,4.695135,96.7493993
11,ACEH,1106,KABUPATEN ACEH TENGAH,1106050,BEBESEN,4.6333260960919365,96.8264860133794,4.448264099999999,96.8350999,4.695135,96.7493993
11,ACEH,1106,KABUPATEN ACEH TENGAH,1106051,KUTE PANANG,4.695325915323086,96.77268345134036,4.448264099999999,96.8350999,4.695135,96.7493993
11,ACEH,1106,KABUPATEN ACEH TENGAH,1106060,SILIH NARA,4.625716678815364,96.73587669311948,4.448264099999999,96.8350999,4.695135,96.7493993
11,ACEH,1106,KABUPATEN ACEH TENGAH,1106061,KETOL,4.721048298626067,96.69779438552824,4.448264099999999,96.8350999,4.695135,96.7493993
11,ACEH,1106,KABUPATEN ACEH TENGAH,1106062,CELALA,4.570827699272698,96.6861805714262,4.448264099999999,96.8350999,4.695135,96.7493993
11,ACEH,1106,KABUPATEN ACEH TENGAH,1106063,RUSIP ANTARA,4.567810194202691,96.5953525310881,4.448264099999999,96.8350999,4.695135,96.7493993
11,ACEH,1107,KABUPATEN ACEH BARAT,1107050,JOHAN PAHLAWAN,,,4.4542745,96.1526985,4.695135,96.7493993
11,ACEH,1107,KABUPATEN ACEH BARAT,1107060,SAMATIGA,4.204110443306327,96.08993827762974,4.4542745,96.1526985,4.695135,96.7493993
11,ACEH,1107,KABUPATEN ACEH BARAT,1107061,BUBON,4.304903454045979,96.11677903781448,4.4542745,96.1526985,4.695135,96.7493993
11,ACEH,1107,KABUPATEN ACEH BARAT,1107062,ARONGAN LAMBALEK,4.328264882020532,95.95316136495605,4.4542745,96.1526985,4.695135,96.7493993
11,ACEH,1107,KABUPATEN ACEH BARAT,1107070,WOYLA,4.389218267623975,96.0556936892365,4.4542745,96.1526985,4.695135,96.7493993
11,ACEH,1107,KABUPATEN ACEH BARAT,1107071,WOYLA BARAT,4.34408042439298,96.00736845159304,4.4542745,96.1526985,4.695135,96.7493993
11,ACEH,1107,KABUPATEN ACEH BARAT,1107072,WOYLA TIMUR,4.409687948996927,96.12850787369122,4.4542745,96.1526985,4.695135,96.7493993
11,ACEH,1107,KABUPATEN ACEH BARAT,1107080,KAWAY XVI,4.266901346935163,96.19404996208009,4.4542745,96.1526985,4.695135,96.7493993
11,ACEH,1107,KABUPATEN ACEH BARAT,1107081,MEUREUBO,4.164602182759365,96.18527712120158,4.4542745,96.1526985,4.695135,96.7493993
11,ACEH,1107,KABUPATEN ACEH BARAT,1107082,PANTAI CEUREMEN,,,4.4542745,96.1526985,4.695135,96.7493993
11,ACEH,1107,KABUPATEN ACEH BARAT,1107083,PANTON REU,4.409079512721894,96.20156104307314,4.4542745,96.1526985,4.695135,96.7493993
11,ACEH,1107,KABUPATEN ACEH BARAT,1107090,SUNGAI MAS,4.53191263280609,96.07887323655336,4.4542745,96.1526985,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108010,LHOONG,4.942185364249588,95.56264137053851,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108020,LHOKNGA,5.492922177905114,95.25273474276226,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108021,LEUPUNG,4.98257891711343,95.61888859742344,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108030,INDRAPURI,5.424204462602704,95.44767699999484,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108031,KUTA COT GLIE,,,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108040,SEULIMEUM,5.365012254782592,95.62713318675522,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108041,KOTA JANTHO,5.258678209275696,95.624467736555,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108042,LEMBAH SEULAWAH,5.371129981349397,95.69181063346888,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108050,MESJID RAYA,5.403206742457503,95.63173840777496,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108060,DARUSSALAM,5.493470752048312,95.461368659446,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108061,BAITUSSALAM,5.604631825673733,95.38772608728708,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108070,KUTA BARO,5.545619111339447,95.40496836844956,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108080,MONTASIK,5.471855805303666,95.4261936393943,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108081,BLANG BINTANG,5.510176335639546,95.4179806866456,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108090,INGIN JAYA,5.508667163818217,95.37346216613948,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108091,KRUENG BARONA JAYA,5.547067619479749,95.36427108300074,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108100,SUKA MAKMUR,,,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108101,KUTA MALAKA,5.437965172869858,95.39610271077092,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108102,SIMPANG TIGA,5.466890805362002,95.3523521975154,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108110,DARUL IMARAH,5.508820001457048,95.31884126076356,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108111,DARUL KAMAL,5.480441597516858,95.33260817660332,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108120,PEUKAN BADA,5.441385679032758,95.3434882368427,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1108,KABUPATEN ACEH BESAR,1108130,PULO ACEH,4.619971768557732,96.01287283729792,5.4529168,95.4777811,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109010,GEUMPANG,4.845671163949813,96.1482773927855,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109011,MANE,4.878510608618263,96.10593888619611,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109070,GLUMPANG TIGA,,,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109071,GLUMPANG BARO,5.280087511161021,96.03130223888375,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109080,MUTIARA,5.287264475142922,95.97471457483314,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109081,MUTIARA TIMUR,5.259657086378358,95.98946423519244,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109090,TIRO/TRUSEB,5.207522758096896,95.9527703296847,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109100,TANGSE,5.054987325557912,95.93375889778564,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109111,KEUMALA,5.227011302938903,95.88519942900768,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109112,TITEUE,5.231234088424998,95.91847310472272,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109120,SAKTI,5.253507342103968,95.93530550096268,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109130,MILA,5.297378587217754,95.9076183727416,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109140,PADANG TIJI,5.331145027262126,95.87970788374184,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109150,DELIMA,5.344919307833214,95.90579381845328,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109151,GRONG GRONG,,,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109160,INDRAJAYA,,,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109170,PEUKAN BARO,5.322658640302715,95.96190948456211,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109180,KEMBANG TANJONG,5.312549524388088,96.02272034843465,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109190,SIMPANG TIGA,5.33989086851256,95.99160388144976,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109200,KOTA SIGLI,5.233946898654521,96.04678745359624,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109210,PIDIE,5.371773084815026,95.93556839459424,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109220,BATEE,5.420623836328622,95.89798881135508,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1109,KABUPATEN PIDIE,1109230,MUARA TIGA,5.517935079845548,95.83275496329443,5.0742659,95.940971,4.695135,96.7493993
11,ACEH,1110,KABUPATEN BIREUEN,1110010,SAMALANGA,5.1936561819969,96.36383837931405,5.18254,96.89005,4.695135,96.7493993
11,ACEH,1110,KABUPATEN BIREUEN,1110011,SIMPANG MAMPLAM,5.195588560816367,96.42142461101268,5.18254,96.89005,4.695135,96.7493993
11,ACEH,1110,KABUPATEN BIREUEN,1110020,PANDRAH,5.177191981132723,96.47227577662215,5.18254,96.89005,4.695135,96.7493993
11,ACEH,1110,KABUPATEN BIREUEN,1110030,JEUNIEB,5.170146257159428,96.50208451144567,5.18254,96.89005,4.695135,96.7493993
11,ACEH,1110,KABUPATEN BIREUEN,1110031,PEULIMBANG,5.174871329365373,96.53779729609096,5.18254,96.89005,4.695135,96.7493993
11,ACEH,1110,KABUPATEN BIREUEN,1110040,PEUDADA,5.1872298228148415,96.60666766032875,5.18254,96.89005,4.695135,96.7493993
11,ACEH,1110,KABUPATEN BIREUEN,1110050,JULI,5.138617139094396,96.70357615049892,5.18254,96.89005,4.695135,96.7493993
11,ACEH,1110,KABUPATEN BIREUEN,1110060,JEUMPA,5.194553796747572,96.66605498443136,5.18254,96.89005,4.695135,96.7493993
11,ACEH,1110,KABUPATEN BIREUEN,1110061,KOTA JUANG,5.200008210603576,96.71055510085934,5.18254,96.89005,4.695135,96.7493993
11,ACEH,1110,KABUPATEN BIREUEN,1110062,KUALA,5.228075898916043,96.7151395687435,5.18254,96.89005,4.695135,96.7493993
11,ACEH,1110,KABUPATEN BIREUEN,1110070,JANGKA,5.246142308946004,96.79241388557712,5.18254,96.89005,4.695135,96.7493993
11,ACEH,1110,KABUPATEN BIREUEN,1110080,PEUSANGAN,5.176347714881812,96.7830339278556,5.18254,96.89005,4.695135,96.7493993
11,ACEH,1110,KABUPATEN BIREUEN,1110081,PEUSANGAN SELATAN,5.137312067550257,96.77382512468316,5.18254,96.89005,4.695135,96.7493993
11,ACEH,1110,KABUPATEN BIREUEN,1110082,PEUSANGAN SIBLAH KRUENG,5.147865353847822,96.80833266741324,5.18254,96.89005,4.695135,96.7493993
11,ACEH,1110,KABUPATEN BIREUEN,1110090,MAKMUR,5.15547774864528,96.85737425250512,5.18254,96.89005,4.695135,96.7493993
11,ACEH,1110,KABUPATEN BIREUEN,1110100,GANDA PURA,,,5.18254,96.89005,4.695135,96.7493993
11,ACEH,1110,KABUPATEN BIREUEN,1110101,KUTA BLANG,5.216958126498632,96.83078839867626,5.18254,96.89005,4.695135,96.7493993
11,ACEH,1111,KABUPATEN ACEH UTARA,1111010,SAWANG,5.165380036334678,96.9178495067528,4.9786331,97.2221421,4.695135,96.7493993
11,ACEH,1111,KABUPATEN ACEH UTARA,1111020,NISAM,5.168173715542556,97.0202743791506,4.9786331,97.2221421,4.695135,96.7493993
11,ACEH,1111,KABUPATEN ACEH UTARA,1111021,NISAM ANTARA,5.097416695475682,96.98422831192993,4.9786331,97.2221421,4.695135,96.7493993
11,ACEH,1111,KABUPATEN ACEH UTARA,1111022,BANDA BARO,5.199262135261338,96.9763066096339,4.9786331,97.2221421,4.695135,96.7493993
11,ACEH,1111,KABUPATEN ACEH UTARA,1111030,KUTA MAKMUR,5.119466600988968,97.06764029161812,4.9786331,97.2221421,4.695135,96.7493993
11,ACEH,1111,KABUPATEN ACEH UTARA,1111031,SIMPANG KERAMAT,,,4.9786331,97.2221421,4.695135,96.7493993
11,ACEH,1111,KABUPATEN ACEH UTARA,1111040,SYAMTALIRA BAYU,5.096045954445955,97.1870716745032,4.9786331,97.2221421,4.695135,96.7493993
11,ACEH,1111,KABUPATEN ACEH UTARA,1111041,GEUREUDONG PASE,,,4.9786331,97.2221421,4.695135,96.7493993
11,ACEH,1111,KABUPATEN ACEH UTARA,1111050,MEURAH MULIA,5.067775928242468,97.2058472220728,4.9786331,97.2221421,4.695135,96.7493993
11,ACEH,1111,KABUPATEN ACEH UTARA,1111060,MATANGKULI,5.029758750272264,97.2747256205948,4.9786331,97.2221421,4.695135,96.7493993
